Year,Location,Competition,Round,Phase,Class,Rank,Bib,Athlete Name,Last Name,First Name,Nation,Time,Time Behind,% Behind Winner,Faults,Competition ID,Athlete ID
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,55,58,Finnigan BLACKBURN,BLACKBURN,Finnigan,USA,79.51,9.77,114.01%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Finnigan BLACKBURN
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,56,22,Carl FIANDER,FIANDER,Carl,SWE,79.63,9.89,114.18%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Carl FIANDER
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,57,57,Rostyslav MATVIIENKO,MATVIIENKO,Rostyslav,UKR,79.65,9.91,114.21%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Rostyslav MATVIIENKO
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,58,71,Ioannis ZACHOS,ZACHOS,Ioannis,GRE,79.85,10.11,114.50%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Ioannis ZACHOS
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,59,36,Michal SMIESKO,SMIESKO,Michal,CAN,79.97,10.23,114.67%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Michal SMIESKO
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,60,66,Aditya PATHIYAL,PATHIYAL,Aditya,USA,80.6,10.86,115.57%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Aditya PATHIYAL
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,61,67,Jakob SEEBACHER,SEEBACHER,Jakob,AUT,80.76,11.02,115.80%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Jakob SEEBACHER
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,62,45,Arkhyp KRACHKO,KRACHKO,Arkhyp,UKR,80.81,11.07,115.87%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Arkhyp KRACHKO
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,63,11,Bryson LONG,LONG,Bryson,USA,80.94,11.2,116.06%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Bryson LONG
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,64,26,Raage MAGAN,MAGAN,Raage,DJI,81.1,11.36,116.29%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Raage MAGAN
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,65,50,Ilija GJORGJIEV,GJORGJIEV,Ilija,MKD,81.52,11.78,116.89%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Ilija GJORGJIEV
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,66,43,Martins MACIJAUSKS,MACIJAUSKS,Martins,LAT,83,13.26,119.01%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Martins MACIJAUSKS
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,67,63,Juan Antonio CARRASCO CADILLO,CARRASCO CADILLO,Juan Antonio,PER,83.59,13.85,119.86%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Juan Antonio CARRASCO CADILLO
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,68,77,Nantipat ONGCHIT,ONGCHIT,Nantipat,THA,83.78,14.04,120.13%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Nantipat ONGCHIT
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,69,38,Sergei ANTONOV,ANTONOV,Sergei,KAZ,84.25,14.51,120.81%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Sergei ANTONOV
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,70,81,Andrej ARSOVSKI,ARSOVSKI,Andrej,MKD,84.59,14.85,121.29%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Andrej ARSOVSKI
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,71,64,Adrian LIGNE,LIGNE,Adrian,SWE,84.92,15.18,121.77%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Adrian LIGNE
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,72,28,Kristijan SMILEV,SMILEV,Kristijan,MKD,86.22,16.48,123.63%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Kristijan SMILEV
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,73,83,Loic LAMBERMONT,LAMBERMONT,Loic,NED,93.52,23.78,134.10%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Loic LAMBERMONT
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,74,60,David BECKE,BECKE,David,GER,72.49,2.75,103.94%,FLT (7),2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX David BECKE
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,75,62,Jonas HEGER,HEGER,Jonas,CZE,72.97,3.23,104.63%,FLT (7),2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Jonas HEGER
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,76,84,Huiming LI,LI,Huiming,CHN,73.39,3.65,105.23%,FLT (7),2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Huiming LI
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,77,18,Sevan BILLAUT,BILLAUT,Sevan,AUS,74.1,4.36,106.25%,FLT (7),2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Sevan BILLAUT
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,78,73,Michal SZOSTAK,SZOSTAK,Michal,POL,74.18,4.44,106.37%,FLT (7),2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Michal SZOSTAK
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,79,65,Matthew VAN HEERDEN,VAN HEERDEN,Matthew,RSA,89.22,19.48,127.93%,FLT (6),2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Matthew VAN HEERDEN
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,80,21,Dominic KASPER,KASPER,Dominic,SUI,76.07,6.33,109.08%,FLT (5),2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Dominic KASPER
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,81,32,Scott RITCHIE,RITCHIE,Scott,GBR,75.95,6.21,108.90%,FLT (1),2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Scott RITCHIE
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,82,46,Zihuan CHEN,CHEN,Zihuan,CHN,77.94,8.2,111.76%,FLT (1),2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Zihuan CHEN
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,83,9,James STAMP,STAMP,James,AUS,76.86,7.12,110.21%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX James STAMP
2024,Liptovsky Mikulus,Junior World Championships,Time Trial,Time Trial,MCSLX,84,42,Aar MAGAN,MAGAN,Aar,DJI,100.58,30.84,144.22%,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Aar MAGAN
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Final,MCSLX,1,,Gael ADISSON,ADISSON,Gael,FRA,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Gael ADISSON
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Final,MCSLX,2,,Anatole DELASSUS,DELASSUS,Anatole,FRA,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Anatole DELASSUS
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Final,MCSLX,3,,Matyas NOVAK,NOVAK,Matyas,CZE,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Matyas NOVAK
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Final,MCSLX,4,,Tadeusz KUCHNO,KUCHNO,Tadeusz,POL,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Tadeusz KUCHNO
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Semi-Final,MCSLX,5,,Jonny DICKSON,DICKSON,Jonny,GBR,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Jonny DICKSON
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Semi-Final,MCSLX,6,,Jakub KREJCI,KREJCI,Jakub,CZE,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Jakub KREJCI
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Semi-Final,MCSLX,7,,Maxime AUBERTIN,AUBERTIN,Maxime,BEL,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Maxime AUBERTIN
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Semi-Final,MCSLX,8,,Kyler James LONG,LONG,Kyler James,USA,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Kyler James LONG
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Quarter-Final,MCSLX,9,,Alex BALDONI,BALDONI,Alex,CAN,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Alex BALDONI
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Quarter-Final,MCSLX,10,,Nicholas COLLIER,COLLIER,Nicholas,NZL,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Nicholas COLLIER
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Quarter-Final,MCSLX,11,,Dominic CURTIN,CURTIN,Dominic,AUS,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Dominic CURTIN
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Quarter-Final,MCSLX,12,,Jonas BUECHNER,BUECHNER,Jonas,GER,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Jonas BUECHNER
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Quarter-Final,MCSLX,13,,Thomas MAYER,MAYER,Thomas,GBR,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Thomas MAYER
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Quarter-Final,MCSLX,14,,Angel PETRUSHEV,PETRUSHEV,Angel,MKD,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Angel PETRUSHEV
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Quarter-Final,MCSLX,15,,Yusuke MUTO,MUTO,Yusuke,JPN,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Yusuke MUTO
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Quarter-Final,MCSLX,16,,Zhaoshan HU,HU,Zhaoshan,CHN,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Zhaoshan HU
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,17,,Pitt ROHRER,ROHRER,Pitt,SUI,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Pitt ROHRER
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,18,,Miquel FARRAN,FARRAN,Miquel,ESP,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Miquel FARRAN
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,19,,Leo VUITTON,VUITTON,Leo,FRA,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Leo VUITTON
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,20,,Mikolaj MASTALSKI,MASTALSKI,Mikolaj,POL,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Mikolaj MASTALSKI
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,21,,Tommaso PANICO,PANICO,Tommaso,ITA,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Tommaso PANICO
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,22,,Moritz KREMSLEHNER,KREMSLEHNER,Moritz,AUT,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Moritz KREMSLEHNER
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,23,,Salim JEMAI,JEMAI,Salim,TUN,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Salim JEMAI
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,24,,Imangali MAMBETOV,MAMBETOV,Imangali,KAZ,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Imangali MAMBETOV
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,25,,Xabier FERRAZZI,FERRAZZI,Xabier,ITA,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Xabier FERRAZZI
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,26,,Joris HELLO,HELLO,Joris,FRA,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Joris HELLO
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,27,,Manel CONTRERAS,CONTRERAS,Manel,ESP,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Manel CONTRERAS
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,29,,Jus JAVORNIK,JAVORNIK,Jus,SLO,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Jus JAVORNIK
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,30,,Artem IVCHENKO,IVCHENKO,Artem,UKR,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Artem IVCHENKO
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,31,,Filip STANKO,STANKO,Filip,SVK,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Filip STANKO
2024,Liptovsky Mikulus,U23 World Championships,Brackets,Heats,MCSLX,32,,Thomas UKALOVIC,UKALOVIC,Thomas,CRO,,,,,2024 Liptovsky Mikulus U23 World Championships,2024 Liptovsky Mikulus U23 World Championships MCSLX Thomas UKALOVIC
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Final,MCSLX,1,,Faust CLOTET JUANMARTI,CLOTET JUANMARTI,Faust,ESP,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Faust CLOTET JUANMARTI
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Final,MCSLX,2,,Ziga Lin HOCEVAR,HOCEVAR,Ziga Lin,SLO,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Ziga Lin HOCEVAR
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Final,MCSLX,3,,Jonah HANRAHAN,HANRAHAN,Jonah,GBR,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Jonah HANRAHAN
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Final,MCSLX,4,,Ianis TRIOMPHE,TRIOMPHE,Ianis,FRA,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Ianis TRIOMPHE
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Semi-Final,MCSLX,5,,Martin CORNU,CORNU,Martin,FRA,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Martin CORNU
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Semi-Final,MCSLX,6,,David SKUBIK,SKUBIK,David,SVK,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX David SKUBIK
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Semi-Final,MCSLX,7,,Merle LONG,LONG,Merle,AUS,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Merle LONG
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Semi-Final,MCSLX,8,,Jan VICENTE,VICENTE,Jan,ESP,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Jan VICENTE
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Quarter-Final,MCSLX,9,,Azuka MBELU,MBELU,Azuka,ESP,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Azuka MBELU
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Quarter-Final,MCSLX,10,,Matyas KORINEK,KORINEK,Matyas,SVK,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Matyas KORINEK
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Quarter-Final,MCSLX,11,,Felix SACHERS,SACHERS,Felix,GER,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Felix SACHERS
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Quarter-Final,MCSLX,12,,Paul LEHNER,LEHNER,Paul,GER,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Paul LEHNER
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Quarter-Final,MCSLX,13,,Titouan ESTANGUET,ESTANGUET,Titouan,FRA,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Titouan ESTANGUET
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Quarter-Final,MCSLX,14,,Gwion WILLIAMS,WILLIAMS,Gwion,GBR,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Gwion WILLIAMS
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Quarter-Final,MCSLX,15,,Arik BUETIKOFER,BUETIKOFER,Arik,SUI,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Arik BUETIKOFER
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Quarter-Final,MCSLX,16,,Isaac ZIMMERMAN,ZIMMERMAN,Isaac,CAN,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Isaac ZIMMERMAN
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,17,,Oier DIAZ,DIAZ,Oier,ESP,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Oier DIAZ
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,18,,Luis HARTMANN,HARTMANN,Luis,GER,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Luis HARTMANN
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,19,,Oscar WYLLIE,WYLLIE,Oscar,GBR,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Oscar WYLLIE
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,20,,Marek KULCZYCKI,KULCZYCKI,Marek,POL,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Marek KULCZYCKI
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,21,,Max STEINBRENNER,STEINBRENNER,Max,AUT,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Max STEINBRENNER
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,22,,Nils BIERMANS,BIERMANS,Nils,NED,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Nils BIERMANS
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,23,,Bennett GEORGE,GEORGE,Bennett,USA,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Bennett GEORGE
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,24,,Adrijus AVERKINAS,AVERKINAS,Adrijus,LTU,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Adrijus AVERKINAS
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,25,,Michele PISTONI,PISTONI,Michele,ITA,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Michele PISTONI
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,26,,Hejie ZHANG,ZHANG,Hejie,CHN,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Hejie ZHANG
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,27,,Michal KOPECEK,KOPECEK,Michal,CZE,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Michal KOPECEK
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,28,,Jose Augusto VIEIRA DE SOUZA,VIEIRA DE SOUZA,Jose Augusto,BRA,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Jose Augusto VIEIRA DE SOUZA
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,29,,Oliver GOLDSMITH,GOLDSMITH,Oliver,NZL,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Oliver GOLDSMITH
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,30,,Yeonsu NA,NA,Yeonsu,KOR,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Yeonsu NA
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,31,,Hasan Mert TASKIRAN,TASKIRAN,Hasan Mert,TUR,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Hasan Mert TASKIRAN
2024,Liptovsky Mikulus,Junior World Championships,Brackets,Heats,MCSLX,32,,Nikita BOGDANOV,BOGDANOV,Nikita,KAZ,,,,,2024 Liptovsky Mikulus Junior World Championships,2024 Liptovsky Mikulus Junior World Championships MCSLX Nikita BOGDANOV
2023,Krakow,Junior World Championships,Time Trial,Time Trial,WCSLX,1,16,Klara KNEBLOVA,KNEBLOVA,Klara,CZE,60.37,0,100.00%,,2023 Krakow Junior World Championships,2023 Krakow Junior World Championships WCSLX Klara KNEBLOVA
2023,Krakow,Junior World Championships,Time Trial,Time Trial,WCSLX,2,2,Haizea SEGURA,SEGURA,Haizea,ESP,61.27,0.9,101.49%,,2023 Krakow Junior World Championships,2023 Krakow Junior World Championships WCSLX Haizea SEGURA
2023,Krakow,Junior World Championships,Time Trial,Time Trial,WCSLX,3,39,Christin HEYDENREICH,HEYDENREICH,Christin,GER,61.39,1.02,101.69%,,2023 Krakow Junior World Championships,2023 Krakow Junior World Championships WCSLX Christin HEYDENREICH
2023,Krakow,Junior World Championships,Time Trial,Time Trial,WCSLX,4,21,Eyleen VUILLEUMIER,VUILLEUMIER,Eyleen,SUI,61.53,1.16,101.92%,,2023 Krakow Junior World Championships,2023 Krakow Junior World Championships WCSLX Eyleen VUILLEUMIER
2023,Krakow,Junior World Championships,Time Trial,Time Trial,WCSLX,5,25,Nina PESCE-ROUE,PESCE-ROUE,Nina,FRA,62.07,1.7,102.82%,,2023 Krakow Junior World Championships,2023 Krakow Junior World Championships WCSLX Nina PESCE-ROUE
2023,Krakow,Junior World Championships,Time Trial,Time Trial,WCSLX,6,34,Bara GALUSKOVA,GALUSKOVA,Bara,CZE,62.32,1.95,103.23%,,2023 Krakow Junior World Championships,2023 Krakow Junior World Championships WCSLX Bara GALUSKOVA
2023,Krakow,Junior World Championships,Time Trial,Time Trial,WCSLX,7,15,Arina KONTCHAKOV,KONTCHAKOV,Arina,GBR,62.36,1.99,103.30%,,2023 Krakow Junior World Championships,2023 Krakow Junior World Championships WCSLX Arina KONTCHAKOV
2023,Krakow,Junior World Championships,Time Trial,Time Trial,WCSLX,8,29,Klara MRAZKOVA,MRAZKOVA,Klara,CZE,62.53,2.16,103.58%,,2023 Krakow Junior World Championships,2023 Krakow Junior World Championships WCSLX Klara MRAZKOVA
2023,Krakow,Junior World Championships,Time Trial,Time Trial,WCSLX,9,36,Anna SIMONA,SIMONA,Anna,ESP,62.82,2.45,104.06%,,2023 Krakow Junior World Championships,2023 Krakow Junior World Championships WCSLX Anna SIMONA
