UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth
2014 Prague World Cup 3 Heat 2 K1M 64,2014,Prague,World Cup 3,Heat 2,K1M,64,42,Dinko MULIC,CRO,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,,,,82.31,50,132.31,Best of 2,105.13%,169.00%,
2014 Prague World Cup 3 Heat 1 K1M 25,2014,Prague,World Cup 3,Heat 1,K1M,25,32,Maarten HERMANS,NED,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.63,0,83.63,Best of 2,106.05%,106.05%,1992
2014 Prague World Cup 3 Heat 2 K1M 19,2014,Prague,World Cup 3,Heat 2,K1M,19,32,Maarten HERMANS,NED,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,82.93,0,82.93,Best of 2,105.93%,105.93%,1992
2014 Prague World Cup 3 Heat 1 K1M 27,2014,Prague,World Cup 3,Heat 1,K1M,27,23,Helmut OBLINGER,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.83,0,83.83,Best of 2,106.30%,106.30%,1973
2014 Prague World Cup 3 Heat 2 K1M 20,2014,Prague,World Cup 3,Heat 2,K1M,20,23,Helmut OBLINGER,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,83,0,83,Best of 2,106.02%,106.02%,1973
2014 Prague World Cup 3 Heat 1 K1M 23,2014,Prague,World Cup 3,Heat 1,K1M,23,18,Michal SMOLEN,USA,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,79.12,4,83.12,Best of 2,100.33%,105.40%,1993
2014 Prague World Cup 3 Heat 2 K1M 63,2014,Prague,World Cup 3,Heat 2,K1M,63,18,Michal SMOLEN,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,50,-,-,-,,,,79.78,52,131.78,Best of 2,101.90%,168.32%,1993
2014 Prague World Cup 3 Heat 1 K1M 26,2014,Prague,World Cup 3,Heat 1,K1M,26,15,Giovanni DE GENNARO,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.74,0,83.74,Best of 2,106.19%,106.19%,1992
2014 Prague World Cup 3 Heat 2 K1M 21,2014,Prague,World Cup 3,Heat 2,K1M,21,15,Giovanni DE GENNARO,ITA,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,81.46,2,83.46,Best of 2,104.05%,106.60%,1992
2014 Prague World Cup 3 Heat 1 K1M 24,2014,Prague,World Cup 3,Heat 1,K1M,24,35,Ben HAYWARD,CAN,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,81.47,2,83.47,Best of 2,103.31%,105.85%,1989
2014 Prague World Cup 3 Heat 2 K1M 23,2014,Prague,World Cup 3,Heat 2,K1M,23,35,Ben HAYWARD,CAN,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,81.77,2,83.77,Best of 2,104.45%,107.00%,1989
2014 Prague World Cup 3 Heat 1 K1M 53,2014,Prague,World Cup 3,Heat 1,K1M,53,65,Jure MEGLIC,AZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,2,-,,,,84.3,6,90.3,Best of 2,106.90%,114.51%,1985
2014 Prague World Cup 3 Heat 2 K1M 22,2014,Prague,World Cup 3,Heat 2,K1M,22,65,Jure MEGLIC,AZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.61,0,83.61,Best of 2,106.80%,106.80%,1985
2014 Prague World Cup 3 Heat 1 K1M 27,2014,Prague,World Cup 3,Heat 1,K1M,27,19,Simon BRUS,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.83,0,83.83,Best of 2,106.30%,106.30%,1993
2014 Prague World Cup 3 Heat 2 K1M 31,2014,Prague,World Cup 3,Heat 2,K1M,31,19,Simon BRUS,SLO,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,,,80.79,4,84.79,Best of 2,103.19%,108.30%,1993
2014 Prague World Cup 3 Heat 1 K1M 62,2014,Prague,World Cup 3,Heat 1,K1M,62,63,Marcel POTOCNY,HUN,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.04,50,133.04,Best of 2,105.30%,168.70%,1985
2014 Prague World Cup 3 Heat 2 K1M 24,2014,Prague,World Cup 3,Heat 2,K1M,24,63,Marcel POTOCNY,HUN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.92,0,83.92,Best of 2,107.19%,107.19%,1985
2014 Prague World Cup 3 Heat 1 K1M 41,2014,Prague,World Cup 3,Heat 1,K1M,41,53,Tohru KANAYA,JPN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,86.44,0,86.44,Best of 2,109.61%,109.61%,1986
2014 Prague World Cup 3 Heat 2 K1M 25,2014,Prague,World Cup 3,Heat 2,K1M,25,53,Tohru KANAYA,JPN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.94,0,83.94,Best of 2,107.22%,107.22%,1986
2014 Prague World Cup 3 Heat 2 K1M 26,2014,Prague,World Cup 3,Heat 2,K1M,26,16,Rafal POLACZYK,POL,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,80.05,4,84.05,Best of 2,102.25%,107.36%,1993
2014 Prague World Cup 3 Heat 1 K1M 45,2014,Prague,World Cup 3,Heat 1,K1M,45,41,Lukas MAYR,ITA,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.14,4,87.14,Best of 2,105.43%,110.50%,1989
2014 Prague World Cup 3 Heat 2 K1M 27,2014,Prague,World Cup 3,Heat 2,K1M,27,41,Lukas MAYR,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,84.14,0,84.14,Best of 2,107.47%,107.47%,1989
2014 Prague World Cup 3 Heat 1 K1M 65,2014,Prague,World Cup 3,Heat 1,K1M,65,61,Aaron MANN,USA,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,50,-,-,-,,,,83.73,54,137.73,Best of 2,106.18%,174.65%,1985
2014 Prague World Cup 3 Heat 2 K1M 28,2014,Prague,World Cup 3,Heat 2,K1M,28,61,Aaron MANN,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,84.32,0,84.32,Best of 2,107.70%,107.70%,1985
2014 Prague World Cup 3 Heat 1 K1M 33,2014,Prague,World Cup 3,Heat 1,K1M,33,37,Isak OHRSTROM,SWE,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,82.85,2,84.85,Best of 2,105.06%,107.60%,1990
2014 Prague World Cup 3 Heat 2 K1M 29,2014,Prague,World Cup 3,Heat 2,K1M,29,37,Isak OHRSTROM,SWE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,82.45,2,84.45,Best of 2,105.31%,107.87%,1990
2014 Prague World Cup 3 Heat 1 K1M 30,2014,Prague,World Cup 3,Heat 1,K1M,30,68,Evgeny DORONIN,RUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,84.45,0,84.45,Best of 2,107.09%,107.09%,1989
2014 Prague World Cup 3 Heat 2 K1M 32,2014,Prague,World Cup 3,Heat 2,K1M,32,68,Evgeny DORONIN,RUS,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.03,2,85.03,Best of 2,106.05%,108.61%,1989
2014 Prague World Cup 3 Heat 1 K1M 67,2014,Prague,World Cup 3,Heat 1,K1M,67,56,Samuel STANOVSKY,LAT,-,-,-,-,-,-,-,-,-,50,-,-,2,-,-,-,-,-,-,-,2,-,,,,87.06,54,141.06,Best of 2,110.40%,178.87%,1998
2014 Prague World Cup 3 Heat 2 K1M 30,2014,Prague,World Cup 3,Heat 2,K1M,30,56,Samuel STANOVSKY,LAT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,84.71,0,84.71,Best of 2,108.20%,108.20%,1998
2014 Prague World Cup 3 Heat 1 K1M 34,2014,Prague,World Cup 3,Heat 1,K1M,34,20,Janos PETERLIN,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,83.27,2,85.27,Best of 2,105.59%,108.13%,1985
2014 Prague World Cup 3 Heat 2 K1M 61,2014,Prague,World Cup 3,Heat 2,K1M,61,20,Janos PETERLIN,SLO,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,81.4,50,131.4,Best of 2,103.97%,167.84%,1985
2014 Prague World Cup 3 Heat 1 K1M 42,2014,Prague,World Cup 3,Heat 1,K1M,42,46,Christopher KREMSLEHNER,AUT,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,82.61,4,86.61,Best of 2,104.76%,109.83%,1988
2014 Prague World Cup 3 Heat 2 K1M 33,2014,Prague,World Cup 3,Heat 2,K1M,33,46,Christopher KREMSLEHNER,AUT,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.39,2,85.39,Best of 2,106.51%,109.07%,1988
2014 Prague World Cup 3 Heat 1 K1M 36,2014,Prague,World Cup 3,Heat 1,K1M,36,52,Filip KARAMARKO,CRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,85.4,0,85.4,Best of 2,108.29%,108.29%,1989
2014 Prague World Cup 3 Heat 2 K1M 41,2014,Prague,World Cup 3,Heat 2,K1M,41,52,Filip KARAMARKO,CRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,,,,83.37,4,87.37,Best of 2,106.49%,111.60%,1989
2014 Prague World Cup 3 Heat 1 K1M 37,2014,Prague,World Cup 3,Heat 1,K1M,37,33,Richard POWELL,USA,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,81.45,4,85.45,Best of 2,103.28%,108.36%,1989
2014 Prague World Cup 3 Heat 2 K1M 46,2014,Prague,World Cup 3,Heat 2,K1M,46,33,Richard POWELL,USA,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,88.02,4,92.02,Best of 2,112.43%,117.54%,1989
2014 Prague World Cup 3 Heat 2 K1M 34,2014,Prague,World Cup 3,Heat 2,K1M,34,70,Ya TAN,CHN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,85.58,0,85.58,Best of 2,109.31%,109.31%,1992
2014 Prague World Cup 3 Heat 1 K1M 47,2014,Prague,World Cup 3,Heat 1,K1M,47,62,Matus HUJSA,SVK,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,2,-,-,,,,81.51,6,87.51,Best of 2,103.36%,110.97%,1991
2014 Prague World Cup 3 Heat 2 K1M 35,2014,Prague,World Cup 3,Heat 2,K1M,35,62,Matus HUJSA,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,83.64,2,85.64,Best of 2,106.83%,109.39%,1991
2014 Prague World Cup 3 Heat 1 K1M 61,2014,Prague,World Cup 3,Heat 1,K1M,61,48,Michael TAYLER,CAN,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,80.8,50,130.8,Best of 2,102.46%,165.86%,1992
2014 Prague World Cup 3 Heat 2 K1M 36,2014,Prague,World Cup 3,Heat 2,K1M,36,48,Michael TAYLER,CAN,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,83.73,2,85.73,Best of 2,106.95%,109.50%,1992
2014 Prague World Cup 3 Heat 1 K1M 40,2014,Prague,World Cup 3,Heat 1,K1M,40,26,Michael DAWSON,NZL,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,81.82,4,85.82,Best of 2,103.75%,108.83%,1986
2014 Prague World Cup 3 Heat 2 K1M 65,2014,Prague,World Cup 3,Heat 2,K1M,65,26,Michael DAWSON,NZL,-,-,-,-,2,-,-,-,-,-,-,-,50,-,-,-,-,2,-,-,-,-,,,,81.36,54,135.36,Best of 2,103.92%,172.90%,1986
2014 Prague World Cup 3 Heat 1 K1M 51,2014,Prague,World Cup 3,Heat 1,K1M,51,45,Marko MRKOCI,CRO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,,,,84.8,4,88.8,Best of 2,107.53%,112.60%,1988
2014 Prague World Cup 3 Heat 2 K1M 37,2014,Prague,World Cup 3,Heat 2,K1M,37,45,Marko MRKOCI,CRO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,84.11,2,86.11,Best of 2,107.43%,109.99%,1988
2014 Prague World Cup 3 Heat 1 K1M 64,2014,Prague,World Cup 3,Heat 1,K1M,64,47,Huw SWETNAM,GBR,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,84.42,50,134.42,Best of 2,107.05%,170.45%,1981
2014 Prague World Cup 3 Heat 2 K1M 38,2014,Prague,World Cup 3,Heat 2,K1M,38,47,Huw SWETNAM,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,86.15,0,86.15,Best of 2,110.04%,110.04%,1981
2014 Prague World Cup 3 Heat 1 K1M 50,2014,Prague,World Cup 3,Heat 1,K1M,50,40,Kazuya ADACHI,JPN,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,,,83.98,4,87.98,Best of 2,106.49%,111.56%,1990
2014 Prague World Cup 3 Heat 2 K1M 39,2014,Prague,World Cup 3,Heat 2,K1M,39,40,Kazuya ADACHI,JPN,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,,,82.34,4,86.34,Best of 2,105.17%,110.28%,1990
2014 Prague World Cup 3 Heat 1 K1M 49,2014,Prague,World Cup 3,Heat 1,K1M,49,55,Finn BUTCHER,NZL,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,85.68,2,87.68,Best of 2,108.65%,111.18%,1995
2014 Prague World Cup 3 Heat 2 K1M 40,2014,Prague,World Cup 3,Heat 2,K1M,40,55,Finn BUTCHER,NZL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,84.49,2,86.49,Best of 2,107.92%,110.47%,1995
2014 Prague World Cup 3 Heat 1 K1M 46,2014,Prague,World Cup 3,Heat 1,K1M,46,30,David FORD,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,87.22,0,87.22,Best of 2,110.60%,110.60%,1967
2014 Prague World Cup 3 Heat 2 K1M 42,2014,Prague,World Cup 3,Heat 2,K1M,42,30,David FORD,CAN,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,86.11,2,88.11,Best of 2,109.99%,112.54%,1967
2014 Prague World Cup 3 Heat 1 K1M 48,2014,Prague,World Cup 3,Heat 1,K1M,48,51,Callum GILBERT,NZL,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,85.61,2,87.61,Best of 2,108.56%,111.10%,1996
2014 Prague World Cup 3 Heat 2 K1M 67,2014,Prague,World Cup 3,Heat 2,K1M,67,51,Callum GILBERT,NZL,-,-,-,-,-,2,-,-,2,2,-,-,2,-,-,-,-,50,-,-,-,-,,,,85.73,58,143.73,Best of 2,109.50%,183.59%,1996
2014 Prague World Cup 3 Heat 1 K1M 68,2014,Prague,World Cup 3,Heat 1,K1M,68,44,Taku YOSHIDA,JPN,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,50,-,-,-,2,-,,,,86.76,56,142.76,Best of 2,110.02%,181.03%,1989
2014 Prague World Cup 3 Heat 2 K1M 43,2014,Prague,World Cup 3,Heat 2,K1M,43,44,Taku YOSHIDA,JPN,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,,,,84.21,4,88.21,Best of 2,107.56%,112.67%,1989
2014 Prague World Cup 3 Heat 1 K1M 52,2014,Prague,World Cup 3,Heat 1,K1M,52,54,Ingo KRIESINGER,BEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,87.42,2,89.42,Best of 2,110.85%,113.39%,1967
2014 Prague World Cup 3 Heat 2 K1M 47,2014,Prague,World Cup 3,Heat 2,K1M,47,54,Ingo KRIESINGER,BEL,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,,,,86.6,6,92.6,Best of 2,110.61%,118.28%,1967
2014 Prague World Cup 3 Heat 1 K1M 56,2014,Prague,World Cup 3,Heat 1,K1M,56,64,Ritvars CELMINS,LAT,-,-,-,-,-,-,2,-,-,2,-,-,2,-,-,-,-,2,-,-,2,-,,,,87.97,10,97.97,Best of 2,111.55%,124.23%,1991
2014 Prague World Cup 3 Heat 2 K1M 48,2014,Prague,World Cup 3,Heat 2,K1M,48,64,Ritvars CELMINS,LAT,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,,,,87.54,6,93.54,Best of 2,111.82%,119.48%,1991
2014 Prague World Cup 3 Heat 1 K1M 55,2014,Prague,World Cup 3,Heat 1,K1M,55,57,Facundo GANCEDO,ARG,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,,,,92.66,4,96.66,Best of 2,117.50%,122.57%,1993
2014 Prague World Cup 3 Heat 2 K1M 49,2014,Prague,World Cup 3,Heat 2,K1M,49,57,Facundo GANCEDO,ARG,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,90.12,4,94.12,Best of 2,115.11%,120.22%,1993
2014 Prague World Cup 3 Heat 1 K1M 60,2014,Prague,World Cup 3,Heat 1,K1M,60,59,Samuel CURTIS,IRL,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,2,-,-,-,2,-,-,,,,102.73,8,110.73,Best of 2,130.27%,140.41%,1994
2014 Prague World Cup 3 Heat 2 K1M 50,2014,Prague,World Cup 3,Heat 2,K1M,50,59,Samuel CURTIS,IRL,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,2,-,-,-,-,-,,,,89.82,6,95.82,Best of 2,114.73%,122.39%,1994
2014 Prague World Cup 3 Heat 1 K1M 54,2014,Prague,World Cup 3,Heat 1,K1M,54,71,Maxim SHABANOV,RUS,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,2,2,-,,,,88.29,8,96.29,Best of 2,111.96%,122.10%,1994
2014 Prague World Cup 3 Heat 2 K1M 53,2014,Prague,World Cup 3,Heat 2,K1M,53,71,Maxim SHABANOV,RUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,,,,99.97,4,103.97,Best of 2,127.69%,132.80%,1994
2014 Prague World Cup 3 Heat 1 K1M 57,2014,Prague,World Cup 3,Heat 1,K1M,57,72,Marcis LAIDINS,LAT,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.93,2,98.93,Best of 2,122.91%,125.45%,
2014 Prague World Cup 3 Heat 2 K1M 55,2014,Prague,World Cup 3,Heat 2,K1M,55,72,Marcis LAIDINS,LAT,-,-,-,-,-,-,-,-,2,2,-,2,2,-,-,-,-,2,-,-,-,-,,,,102.22,10,112.22,Best of 2,130.57%,143.34%,
2014 Prague World Cup 3 Heat 1 K1M 58,2014,Prague,World Cup 3,Heat 1,K1M,58,67,Suworna Raj PURI,NEP,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,,,,94.99,4,98.99,Best of 2,120.45%,125.53%,
2014 Prague World Cup 3 Heat 2 K1M 51,2014,Prague,World Cup 3,Heat 2,K1M,51,67,Suworna Raj PURI,NEP,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,,,,92.95,6,98.95,Best of 2,118.73%,126.39%,
2014 Prague World Cup 3 Heat 1 K1M 59,2014,Prague,World Cup 3,Heat 1,K1M,59,66,Elliott DAVIDSON,IRL,-,-,2,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,98.38,6,104.38,Best of 2,124.75%,132.36%,1995
2014 Prague World Cup 3 Heat 2 K1M 52,2014,Prague,World Cup 3,Heat 2,K1M,52,66,Elliott DAVIDSON,IRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,,,,95.76,4,99.76,Best of 2,122.31%,127.42%,1995
2014 Prague World Cup 3 Heat 1 K1M 69,2014,Prague,World Cup 3,Heat 1,K1M,69,58,Alexis PEREZ,VEN,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,50,-,2,-,2,2,-,,,,107.4,58,165.4,Best of 2,136.19%,209.74%,1993
2014 Prague World Cup 3 Heat 2 K1M 54,2014,Prague,World Cup 3,Heat 2,K1M,54,58,Alexis PEREZ,VEN,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,,,,101.85,6,107.85,Best of 2,130.09%,137.76%,1993
2014 Prague World Cup 3 Heat 1 K1M 70,2014,Prague,World Cup 3,Heat 1,K1M,70,69,Tarmo PEIKER,EST,-,-,-,-,-,2,-,-,2,2,-,-,2,-,-,50,-,-,-,2,-,-,,,,109.47,60,169.47,Best of 2,138.82%,214.90%,1978
2014 Prague World Cup 3 Heat 2 K1M 56,2014,Prague,World Cup 3,Heat 2,K1M,56,69,Tarmo PEIKER,EST,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,116.95,6,122.95,Best of 2,149.38%,157.04%,1978
2014 Prague World Cup 3 Semi-Final K1M 1,2014,Prague,World Cup 3,Semi-Final,K1M,1,18,Michal SMOLEN,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,88.28,0,88.28,Best of 2,100.00%,100.00%,1993
2014 Prague World Cup 3 Semi-Final K1M 2,2014,Prague,World Cup 3,Semi-Final,K1M,2,13,Vit PRINDIS,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,88.44,0,88.44,Best of 2,100.18%,100.18%,1989
2014 Prague World Cup 3 Semi-Final K1M 3,2014,Prague,World Cup 3,Semi-Final,K1M,3,2,Sebastian SCHUBERT,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,88.47,0,88.47,Best of 2,100.22%,100.22%,1988
2014 Prague World Cup 3 Semi-Final K1M 4,2014,Prague,World Cup 3,Semi-Final,K1M,4,4,Hannes AIGNER,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,,,86.9,2,88.9,Best of 2,98.44%,100.70%,1989
2014 Prague World Cup 3 Semi-Final K1M 5,2014,Prague,World Cup 3,Semi-Final,K1M,5,6,Jiri PRSKAVEC,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,89.29,0,89.29,Best of 2,101.14%,101.14%,1993
2014 Prague World Cup 3 Semi-Final K1M 6,2014,Prague,World Cup 3,Semi-Final,K1M,6,10,Dariusz POPIELA,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,89.71,0,89.71,Best of 2,101.62%,101.62%,1985
2014 Prague World Cup 3 Semi-Final K1M 7,2014,Prague,World Cup 3,Semi-Final,K1M,7,35,Ben HAYWARD,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,90.67,0,90.67,Best of 2,102.71%,102.71%,1989
2014 Prague World Cup 3 Semi-Final K1M 8,2014,Prague,World Cup 3,Semi-Final,K1M,8,31,Joseph CLARKE,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,91.05,0,91.05,Best of 2,103.14%,103.14%,1992
2014 Prague World Cup 3 Semi-Final K1M 9,2014,Prague,World Cup 3,Semi-Final,K1M,9,32,Maarten HERMANS,NED,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,91.58,0,91.58,Best of 2,103.74%,103.74%,1992
2014 Prague World Cup 3 Semi-Final K1M 10,2014,Prague,World Cup 3,Semi-Final,K1M,10,28,Richard HOUNSLOW,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,92.05,0,92.05,Best of 2,104.27%,104.27%,1981
2014 Prague World Cup 3 Semi-Final K1M 11,2014,Prague,World Cup 3,Semi-Final,K1M,11,14,Jan VONDRA,CZE,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,90.37,2,92.37,Best of 2,102.37%,104.63%,
2014 Prague World Cup 3 Semi-Final K1M 12,2014,Prague,World Cup 3,Semi-Final,K1M,12,63,Marcel POTOCNY,HUN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,92.5,0,92.5,Best of 2,104.78%,104.78%,1985
2014 Prague World Cup 3 Semi-Final K1M 13,2014,Prague,World Cup 3,Semi-Final,K1M,13,15,Giovanni DE GENNARO,ITA,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,88.67,4,92.67,Best of 2,100.44%,104.97%,1992
2014 Prague World Cup 3 Semi-Final K1M 14,2014,Prague,World Cup 3,Semi-Final,K1M,14,3,Fabian DOERFLER,GER,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,,,,88.73,4,92.73,Best of 2,100.51%,105.04%,1984
2014 Prague World Cup 3 Semi-Final K1M 15,2014,Prague,World Cup 3,Semi-Final,K1M,15,65,Jure MEGLIC,AZE,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,91.25,2,93.25,Best of 2,103.36%,105.63%,1985
2014 Prague World Cup 3 Semi-Final K1M 16,2014,Prague,World Cup 3,Semi-Final,K1M,16,8,Daniele MOLMENTI,ITA,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,89.26,4,93.26,Best of 2,101.11%,105.64%,1984
2014 Prague World Cup 3 Semi-Final K1M 17,2014,Prague,World Cup 3,Semi-Final,K1M,17,50,Tom SCIANIMANICO,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,93.56,0,93.56,Best of 2,105.98%,105.98%,1994
