UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth
2016 Prague World Cup 4 Heat 1 K1W 26,2016,Prague,World Cup 4,Heat 1,K1W,26,19,Estelle Mangin,FRA,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,104.43,4,108.43,Heat 1 Progression,106.36%,110.43%,1992
2016 Prague World Cup 4 Heat 1 K1W 27,2016,Prague,World Cup 4,Heat 1,K1W,27,21,Carole Bouzidi,FRA,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,104.65,4,108.65,Heat 1 Progression,106.58%,110.65%,1985
2016 Prague World Cup 4 Heat 1 K1W 28,2016,Prague,World Cup 4,Heat 1,K1W,28,8,Marta Martinez,ESP,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,104.96,4,108.96,Heat 1 Progression,106.89%,110.97%,1989
2016 Prague World Cup 4 Heat 1 K1W 29,2016,Prague,World Cup 4,Heat 1,K1W,29,33,Ashley Nee,USA,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,2,-,-,-,-,-,,103.07,6,109.07,Heat 1 Progression,104.97%,111.08%,1989
2016 Prague World Cup 4 Heat 1 K1W 30,2016,Prague,World Cup 4,Heat 1,K1W,30,47,Laia Sorribes,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,,109.92,4,113.92,Heat 1 Progression,111.95%,116.02%,1999
2016 Prague World Cup 4 Heat 1 K1W 31,2016,Prague,World Cup 4,Heat 1,K1W,31,34,Jessica Groeneveld,CAN,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,,110.09,4,114.09,Heat 1 Progression,112.12%,116.19%,1989
2016 Prague World Cup 4 Heat 1 K1W 31,2016,Prague,World Cup 4,Heat 1,K1W,31,39,Florence Maheu,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,112.09,2,114.09,Heat 1 Progression,114.16%,116.19%,1993
2016 Prague World Cup 4 Heat 1 K1W 33,2016,Prague,World Cup 4,Heat 1,K1W,33,31,Chiara Sabattini,ITA,-,-,-,2,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,,109.03,6,115.03,Heat 1 Progression,111.04%,117.15%,1993
2016 Prague World Cup 4 Heat 1 K1W 34,2016,Prague,World Cup 4,Heat 1,K1W,34,35,Sara Cwik,POL,-,-,-,-,2,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,109.2,6,115.2,Heat 1 Progression,111.21%,117.32%,1998
2016 Prague World Cup 4 Heat 1 K1W 35,2016,Prague,World Cup 4,Heat 1,K1W,35,37,Michaela Hassova,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,2,-,-,-,-,-,,109.45,6,115.45,Heat 1 Progression,111.47%,117.58%,1999
2016 Prague World Cup 4 Heat 1 K1W 36,2016,Prague,World Cup 4,Heat 1,K1W,36,36,Kate Eckhardt,AUS,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,,109.8,6,115.8,Heat 1 Progression,111.82%,117.93%,1997
2016 Prague World Cup 4 Heat 1 K1W 37,2016,Prague,World Cup 4,Heat 1,K1W,37,41,Amanda Fagerlund,SWE,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,114.9,4,118.9,Heat 1 Progression,117.02%,121.09%,1999
2016 Prague World Cup 4 Heat 1 K1W 38,2016,Prague,World Cup 4,Heat 1,K1W,38,49,Shi Chen,CHN,-,-,-,2,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,114.38,6,120.38,Heat 1 Progression,116.49%,122.60%,1993
2016 Prague World Cup 4 Heat 1 K1W 39,2016,Prague,World Cup 4,Heat 1,K1W,39,40,Jane Nicholas,NZL,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,-,-,-,-,-,-,-,,116.03,6,122.03,Heat 1 Progression,118.17%,124.28%,1993
2016 Prague World Cup 4 Heat 1 K1W 40,2016,Prague,World Cup 4,Heat 1,K1W,40,50,Polina Iliukhina,RUS,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,2,2,-,-,-,-,-,2,-,,115.58,10,125.58,Heat 1 Progression,117.71%,127.89%,1999
2016 Prague World Cup 4 Heat 1 K1W 41,2016,Prague,World Cup 4,Heat 1,K1W,41,38,Monica Doria Vilarrubla,AND,-,2,-,-,-,-,-,-,-,-,2,-,-,2,-,2,-,-,-,2,2,-,-,-,,114.49,12,126.49,Heat 1 Progression,116.60%,128.82%,1999
2016 Prague World Cup 4 Heat 1 K1W 42,2016,Prague,World Cup 4,Heat 1,K1W,42,28,Martina Wegman,NED,-,-,2,2,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,-,-,-,-,,114.66,12,126.66,Heat 1 Progression,116.77%,128.99%,1989
2016 Prague World Cup 4 Heat 1 K1W 43,2016,Prague,World Cup 4,Heat 1,K1W,43,44,Haruka Okazaki,JPN,-,-,-,-,2,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,135.7,6,141.7,Heat 1 Progression,138.20%,144.31%,1998
2016 Prague World Cup 4 Heat 1 K1W 44,2016,Prague,World Cup 4,Heat 1,K1W,44,24,Ekaterina Perova,RUS,-,-,2,2,-,-,-,-,-,50,-,-,-,-,-,-,2,-,-,-,-,-,-,-,,105.92,56,161.92,Heat 1 Progression,107.87%,164.90%,1985
2016 Prague World Cup 4 Heat 1 K1W 45,2016,Prague,World Cup 4,Heat 1,K1W,45,46,Nuria Vilarrubla,ESP,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,,110.16,52,162.16,Heat 1 Progression,112.19%,165.15%,1992
2016 Prague World Cup 4 Heat 1 K1W 46,2016,Prague,World Cup 4,Heat 1,K1W,46,52,Lois Betteridge,CAN,-,2,-,2,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,2,-,-,-,,156.74,12,168.74,Heat 1 Progression,159.63%,171.85%,1997
2016 Prague World Cup 4 Heat 1 K1W 47,2016,Prague,World Cup 4,Heat 1,K1W,47,42,Andrea Gratwohl,SUI,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,117.55,52,169.55,Heat 1 Progression,119.72%,172.68%,1990
2016 Prague World Cup 4 Heat 1 K1W 48,2016,Prague,World Cup 4,Heat 1,K1W,48,48,Moe Kaifuchi,JPN,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,50,-,-,-,-,-,-,,121.06,54,175.06,Heat 1 Progression,123.29%,178.29%,1986
2016 Prague World Cup 4 Heat 1 K1W 49,2016,Prague,World Cup 4,Heat 1,K1W,49,45,Kensa Randle,NZL,-,-,2,2,-,-,2,2,2,50,-,-,-,2,-,2,-,2,-,-,-,-,-,-,,111.17,66,177.17,Heat 1 Progression,113.22%,180.44%,1998
2016 Prague World Cup 4 Heat 1 K1W 50,2016,Prague,World Cup 4,Heat 1,K1W,50,43,Laura Pellicer Chica,AND,-,-,-,-,-,-,-,-,-,-,50,-,-,-,2,-,-,-,2,-,-,2,-,-,,133.92,56,189.92,Heat 1 Progression,136.39%,193.42%,1998
2016 Prague World Cup 4 Heat 1 K1W 51,2016,Prague,World Cup 4,Heat 1,K1W,51,53,Seu Jacobi,USA,-,-,-,2,-,-,-,-,2,50,-,-,-,2,2,-,-,-,-,-,-,-,-,-,,146.72,58,204.72,Heat 1 Progression,149.42%,208.49%,2001
2016 Prague World Cup 4 Heat 1 K1W 52,2016,Prague,World Cup 4,Heat 1,K1W,52,51,Roxana Razeghian,IRI,-,-,-,-,-,-,-,-,-,50,-,-,2,2,-,-,2,-,-,-,50,-,-,-,,154.33,106,260.33,Heat 1 Progression,157.17%,265.13%,1992
2016 Prague World Cup 4 Heat 2 K1W 1,2016,Prague,World Cup 4,Heat 2,K1W,1,21,Carole Bouzidi,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,100.79,2,102.79,Heat 1 Progression,100.00%,100.00%,1985
2016 Prague World Cup 4 Heat 2 K1W 2,2016,Prague,World Cup 4,Heat 2,K1W,2,24,Ekaterina Perova,RUS,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,,100.13,4,104.13,Heat 1 Progression,99.35%,101.30%,1985
2016 Prague World Cup 4 Heat 2 K1W 3,2016,Prague,World Cup 4,Heat 2,K1W,3,20,Natalia Pacierpnik,POL,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,102.19,4,106.19,Heat 1 Progression,101.39%,103.31%,1988
2016 Prague World Cup 4 Heat 2 K1W 4,2016,Prague,World Cup 4,Heat 2,K1W,4,8,Marta Martinez,ESP,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,104.51,2,106.51,Heat 1 Progression,103.69%,103.62%,1989
2016 Prague World Cup 4 Heat 2 K1W 5,2016,Prague,World Cup 4,Heat 2,K1W,5,19,Estelle Mangin,FRA,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,103.46,4,107.46,Heat 1 Progression,102.65%,104.54%,1992
2016 Prague World Cup 4 Heat 2 K1W 6,2016,Prague,World Cup 4,Heat 2,K1W,6,9,Melanie Pfeifer,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,106.63,2,108.63,Heat 1 Progression,105.79%,105.68%,1986
2016 Prague World Cup 4 Heat 2 K1W 7,2016,Prague,World Cup 4,Heat 2,K1W,7,32,Lucie Baudu,FRA,-,-,-,-,-,2,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,,104.26,6,110.26,Heat 1 Progression,103.44%,107.27%,1993
2016 Prague World Cup 4 Heat 2 K1W 8,2016,Prague,World Cup 4,Heat 2,K1W,8,31,Chiara Sabattini,ITA,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,105.44,6,111.44,Heat 1 Progression,104.61%,108.42%,1993
2016 Prague World Cup 4 Heat 2 K1W 9,2016,Prague,World Cup 4,Heat 2,K1W,9,46,Nuria Vilarrubla,ESP,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,108.06,4,112.06,Heat 1 Progression,107.21%,109.02%,1992
2016 Prague World Cup 4 Heat 2 K1W 10,2016,Prague,World Cup 4,Heat 2,K1W,10,28,Martina Wegman,NED,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,110.47,2,112.47,Heat 1 Progression,109.60%,109.42%,1989
2016 Prague World Cup 4 Heat 2 K1W 11,2016,Prague,World Cup 4,Heat 2,K1W,11,30,Yuriko Takeshita,JPN,-,-,-,-,2,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,104.67,8,112.67,Heat 1 Progression,103.85%,109.61%,1988
2016 Prague World Cup 4 Heat 2 K1W 12,2016,Prague,World Cup 4,Heat 2,K1W,12,41,Amanda Fagerlund,SWE,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,,108.7,4,112.7,Heat 1 Progression,107.85%,109.64%,1999
2016 Prague World Cup 4 Heat 2 K1W 13,2016,Prague,World Cup 4,Heat 2,K1W,13,36,Kate Eckhardt,AUS,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,113.04,2,115.04,Heat 1 Progression,112.15%,111.92%,1997
2016 Prague World Cup 4 Heat 2 K1W 14,2016,Prague,World Cup 4,Heat 2,K1W,14,49,Shi Chen,CHN,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,,109.73,8,117.73,Heat 1 Progression,108.87%,114.53%,1993
2016 Prague World Cup 4 Heat 2 K1W 15,2016,Prague,World Cup 4,Heat 2,K1W,15,35,Sara Cwik,POL,-,-,-,-,2,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,,114.08,6,120.08,Heat 1 Progression,113.19%,116.82%,1998
2016 Prague World Cup 4 Heat 2 K1W 16,2016,Prague,World Cup 4,Heat 2,K1W,16,33,Ashley Nee,USA,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,116.21,4,120.21,Heat 1 Progression,115.30%,116.95%,1989
2016 Prague World Cup 4 Heat 2 K1W 17,2016,Prague,World Cup 4,Heat 2,K1W,17,38,Monica Doria Vilarrubla,AND,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,,115.9,6,121.9,Heat 1 Progression,114.99%,118.59%,1999
2016 Prague World Cup 4 Heat 2 K1W 18,2016,Prague,World Cup 4,Heat 2,K1W,18,44,Haruka Okazaki,JPN,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,,120.39,4,124.39,Heat 1 Progression,119.45%,121.01%,1998
2016 Prague World Cup 4 Heat 2 K1W 19,2016,Prague,World Cup 4,Heat 2,K1W,19,37,Michaela Hassova,SVK,-,-,2,2,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,,114.8,10,124.8,Heat 1 Progression,113.90%,121.41%,1999
2016 Prague World Cup 4 Heat 2 K1W 20,2016,Prague,World Cup 4,Heat 2,K1W,20,45,Kensa Randle,NZL,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,2,-,-,-,,119.77,6,125.77,Heat 1 Progression,118.83%,122.36%,1998
2016 Prague World Cup 4 Heat 2 K1W 21,2016,Prague,World Cup 4,Heat 2,K1W,21,48,Moe Kaifuchi,JPN,-,-,-,2,-,-,-,-,2,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,,117.87,8,125.87,Heat 1 Progression,116.95%,122.45%,1986
2016 Prague World Cup 4 Heat 2 K1W 22,2016,Prague,World Cup 4,Heat 2,K1W,22,42,Andrea Gratwohl,SUI,-,2,-,-,2,-,2,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,116.15,10,126.15,Heat 1 Progression,115.24%,122.73%,1990
2016 Prague World Cup 4 Heat 2 K1W 23,2016,Prague,World Cup 4,Heat 2,K1W,23,39,Florence Maheu,CAN,-,-,2,-,2,-,-,-,2,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,,125.84,10,135.84,Heat 1 Progression,124.85%,132.15%,1993
2016 Prague World Cup 4 Heat 2 K1W 24,2016,Prague,World Cup 4,Heat 2,K1W,24,52,Lois Betteridge,CAN,-,-,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,133.44,6,139.44,Heat 1 Progression,132.39%,135.66%,1997
2016 Prague World Cup 4 Heat 2 K1W 25,2016,Prague,World Cup 4,Heat 2,K1W,25,50,Polina Iliukhina,RUS,-,-,-,2,2,-,-,-,2,2,-,-,-,2,2,2,-,-,2,-,2,-,-,-,,123.66,18,141.66,Heat 1 Progression,122.69%,137.81%,1999
2016 Prague World Cup 4 Heat 2 K1W 26,2016,Prague,World Cup 4,Heat 2,K1W,26,43,Laura Pellicer Chica,AND,-,-,-,-,-,-,2,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,,139.25,6,145.25,Heat 1 Progression,138.16%,141.31%,1998
2016 Prague World Cup 4 Heat 2 K1W 27,2016,Prague,World Cup 4,Heat 2,K1W,27,53,Seu Jacobi,USA,-,-,-,2,-,-,-,-,-,2,2,2,-,2,-,-,-,-,2,2,-,-,-,-,,141.68,14,155.68,Heat 1 Progression,140.57%,151.45%,2001
2016 Prague World Cup 4 Heat 2 K1W 28,2016,Prague,World Cup 4,Heat 2,K1W,28,34,Jessica Groeneveld,CAN,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,,103.47,54,157.47,Heat 1 Progression,102.66%,153.20%,1989
2016 Prague World Cup 4 Heat 2 K1W 29,2016,Prague,World Cup 4,Heat 2,K1W,29,40,Jane Nicholas,NZL,-,-,2,-,-,-,-,2,50,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,130.14,56,186.14,Heat 1 Progression,129.12%,181.09%,1993
2016 Prague World Cup 4 Heat 2 K1W 30,2016,Prague,World Cup 4,Heat 2,K1W,30,51,Roxana Razeghian,IRI,-,-,-,2,2,-,-,2,2,-,-,-,2,2,2,-,-,-,2,2,-,-,-,-,,185.64,18,203.64,Heat 1 Progression,184.18%,198.11%,1992
2016 Prague World Cup 4 Heat 2 K1W 31,2016,Prague,World Cup 4,Heat 2,K1W,31,47,Laia Sorribes,ESP,-,-,-,2,-,2,2,-,-,50,-,-,-,-,50,-,-,-,-,-,-,-,-,-,,108.22,106,214.22,Heat 1 Progression,107.37%,208.41%,1999
2016 Prague World Cup 4 Heat 2 K1W 32,2016,Prague,World Cup 4,Heat 2,K1W,32,26,Elena Kaliska,SVK,-,-,-,-,2,-,-,-,2,-,-,-,2,2,-,-,-,50,50,-,50,50,50,-,,105.25,258,363.25,Heat 1 Progression,104.43%,353.39%,1972
2016 Prague World Cup 4 Semi Final K1W 1,2016,Prague,World Cup 4,Semi-Final,K1W,1,3,Ricarda Funk,GER,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,102.67,2,104.67,Heat 1 Progression,100.00%,100.00%,1992
2016 Prague World Cup 4 Semi Final K1W 2,2016,Prague,World Cup 4,Semi-Final,K1W,2,8,Marta Martinez,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,108,0,108,Heat 1 Progression,105.19%,103.18%,1989
2016 Prague World Cup 4 Semi Final K1W 3,2016,Prague,World Cup 4,Semi-Final,K1W,3,16,Karolina Galuskova,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,108.37,0,108.37,Heat 1 Progression,105.55%,103.53%,1995
2016 Prague World Cup 4 Semi Final K1W 4,2016,Prague,World Cup 4,Semi-Final,K1W,4,10,Eva Tercelj,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,106.93,2,108.93,Heat 1 Progression,104.15%,104.07%,1992
2016 Prague World Cup 4 Semi Final K1W 5,2016,Prague,World Cup 4,Semi-Final,K1W,5,29,Klaudia Zwolinska,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,109.11,0,109.11,Heat 1 Progression,106.27%,104.24%,1998
2016 Prague World Cup 4 Semi Final K1W 6,2016,Prague,World Cup 4,Semi-Final,K1W,6,19,Estelle Mangin,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,109.14,0,109.14,Heat 1 Progression,106.30%,104.27%,1992
2016 Prague World Cup 4 Semi Final K1W 7,2016,Prague,World Cup 4,Semi-Final,K1W,7,15,Ana Satila,BRA,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,,105.2,4,109.2,Heat 1 Progression,102.46%,104.33%,1996
2016 Prague World Cup 4 Semi Final K1W 8,2016,Prague,World Cup 4,Semi-Final,K1W,8,5,Katerina Kudejova,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,,105.51,4,109.51,Heat 1 Progression,102.77%,104.62%,1990
2016 Prague World Cup 4 Semi Final K1W 9,2016,Prague,World Cup 4,Semi-Final,K1W,9,18,Veronika Vojtova,CZE,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,,105.83,4,109.83,Heat 1 Progression,103.08%,104.93%,1990
2016 Prague World Cup 4 Semi Final K1W 10,2016,Prague,World Cup 4,Semi-Final,K1W,10,4,Jana Dukatova,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,111.38,0,111.38,Heat 1 Progression,108.48%,106.41%,1983
2016 Prague World Cup 4 Semi Final K1W 11,2016,Prague,World Cup 4,Semi-Final,K1W,11,14,Fiona Pennie,GBR,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,109.87,2,111.87,Heat 1 Progression,107.01%,106.88%,1982
2016 Prague World Cup 4 Semi Final K1W 12,2016,Prague,World Cup 4,Semi-Final,K1W,12,7,Ursa Kragelj,SLO,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,107.97,4,111.97,Heat 1 Progression,105.16%,106.97%,1988
2016 Prague World Cup 4 Semi Final K1W 13,2016,Prague,World Cup 4,Semi-Final,K1W,13,22,Lisa Fritsche,GER,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,107.98,4,111.98,Heat 1 Progression,105.17%,106.98%,1993
2016 Prague World Cup 4 Semi Final K1W 14,2016,Prague,World Cup 4,Semi-Final,K1W,14,23,Viktoria Wolffhardt,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,112,0,112,Heat 1 Progression,109.09%,107.00%,1994
2016 Prague World Cup 4 Semi Final K1W 15,2016,Prague,World Cup 4,Semi-Final,K1W,15,6,Jasmin Schornberg,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,110.88,2,112.88,Heat 1 Progression,108.00%,107.84%,1986
2016 Prague World Cup 4 Semi Final K1W 16,2016,Prague,World Cup 4,Semi-Final,K1W,16,27,Kimberley Woods,GBR,-,2,-,-,-,-,-,-,2,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,,106.9,8,114.9,Heat 1 Progression,104.12%,109.77%,1995
2016 Prague World Cup 4 Semi Final K1W 17,2016,Prague,World Cup 4,Semi-Final,K1W,17,1,Jessica Fox,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,,111.51,4,115.51,Heat 1 Progression,108.61%,110.36%,1994
2016 Prague World Cup 4 Semi Final K1W 18,2016,Prague,World Cup 4,Semi-Final,K1W,18,11,Elizabeth Neave,GBR,-,-,-,-,-,-,-,-,2,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,,110.19,6,116.19,Heat 1 Progression,107.32%,111.01%,1987
2016 Prague World Cup 4 Semi Final K1W 19,2016,Prague,World Cup 4,Semi-Final,K1W,19,20,Natalia Pacierpnik,POL,-,-,-,2,-,-,-,-,-,-,2,-,2,-,2,-,-,-,-,-,-,-,-,-,,108.62,8,116.62,Heat 1 Progression,105.80%,111.42%,1988
2016 Prague World Cup 4 Semi Final K1W 20,2016,Prague,World Cup 4,Semi-Final,K1W,20,24,Ekaterina Perova,RUS,-,-,-,-,-,2,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,,111.55,6,117.55,Heat 1 Progression,108.65%,112.31%,1985
2016 Prague World Cup 4 Semi Final K1W 21,2016,Prague,World Cup 4,Semi-Final,K1W,21,17,Violetta Oblinger Peters,AUT,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,2,-,-,-,-,-,-,,111.89,6,117.89,Heat 1 Progression,108.98%,112.63%,1978
2016 Prague World Cup 4 Semi Final K1W 22,2016,Prague,World Cup 4,Semi-Final,K1W,22,25,Aleksandra Perova,RUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,,114.55,4,118.55,Heat 1 Progression,111.57%,113.26%,1982
2016 Prague World Cup 4 Semi Final K1W 23,2016,Prague,World Cup 4,Semi-Final,K1W,23,12,Marie Zelia Lafont,FRA,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,115.9,4,119.9,Heat 1 Progression,112.89%,114.55%,1987
2016 Prague World Cup 4 Semi Final K1W 24,2016,Prague,World Cup 4,Semi-Final,K1W,24,32,Lucie Baudu,FRA,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,,113.97,6,119.97,Heat 1 Progression,111.01%,114.62%,1993
2016 Prague World Cup 4 Semi Final K1W 25,2016,Prague,World Cup 4,Semi-Final,K1W,25,31,Chiara Sabattini,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,118.15,2,120.15,Heat 1 Progression,115.08%,114.79%,1993
2016 Prague World Cup 4 Semi Final K1W 26,2016,Prague,World Cup 4,Semi-Final,K1W,26,46,Nuria Vilarrubla,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,120.47,0,120.47,Heat 1 Progression,117.34%,115.10%,1992
2016 Prague World Cup 4 Semi Final K1W 27,2016,Prague,World Cup 4,Semi-Final,K1W,27,13,Stepanka Hilgertova,CZE,-,-,-,-,-,2,-,-,-,2,-,-,2,-,2,-,-,-,-,-,-,-,-,-,,116.27,8,124.27,Heat 1 Progression,113.25%,118.73%,1968
2016 Prague World Cup 4 Semi Final K1W 28,2016,Prague,World Cup 4,Semi-Final,K1W,28,28,Martina Wegman,NED,-,-,2,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,2,-,-,-,-,-,,119.27,8,127.27,Heat 1 Progression,116.17%,121.59%,1989
2016 Prague World Cup 4 Semi Final K1W 29,2016,Prague,World Cup 4,Semi-Final,K1W,29,21,Carole Bouzidi,FRA,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,,106.3,50,156.3,Heat 1 Progression,103.54%,149.33%,1985
2016 Prague World Cup 4 Semi Final K1W 30,2016,Prague,World Cup 4,Semi-Final,K1W,30,9,Melanie Pfeifer,GER,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,,110.34,52,162.34,Heat 1 Progression,107.47%,155.10%,1986
2016 Prague World Cup 4 Final K1W 1,2016,Prague,World Cup 4,Final,K1W,1,3,Ricarda Funk,GER,-,-,-,-,-,-,-,2,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,,102.59,6,108.59,Heat 1 Progression,100.00%,100.00%,1992
2016 Prague World Cup 4 Final K1W 2,2016,Prague,World Cup 4,Final,K1W,2,15,Ana Satila,BRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,,106.75,4,110.75,Heat 1 Progression,104.05%,101.99%,1996
2016 Prague World Cup 4 Final K1W 3,2016,Prague,World Cup 4,Final,K1W,3,10,Eva Tercelj,SLO,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,,105.37,6,111.37,Heat 1 Progression,102.71%,102.56%,1992
