Year,Competition,Location,Class,Phase,Rank,Athlete Name,Nation,Raw Time,Total Penalties,Total Time,,,
2022,Australian Open,Penrith,K1W,Final,6,Sophie WILSON,AUS,134.19,2,136.19,,,
2022,Australian Open,Penrith,K1W,Final,7,Demelza WALL,AUS,137.35,0,137.35,,,
2022,Australian Open,Penrith,K1W,Final,8,Georgia RANKIN,AUS,136.77,2,138.77,,,
2022,Australian Open,Penrith,K1W,Final,9,Georgia O'CALLAGHAN,AUS,139.17,8,147.17,,,
2022,Australian Open,Penrith,K1W,Final,10,Codie DAVIDSON,AUS,157.02,4,161.02,,,
2022,Australian Open,Penrith,K1M,Final,1,Lucien DELFOUR,AUS,95.96,0,95.96,,,
2022,Australian Open,Penrith,K1M,Final,2,Timothy ANDERSON,AUS,97.43,0,97.43,,,
2022,Australian Open,Penrith,K1M,Final,3,Benjamin POPE,AUS,100.97,2,102.97,,,
2022,Australian Open,Penrith,K1M,Final,4,Angus THOMPSON,AUS,101.86,2,103.86,,,
2022,Australian Open,Penrith,K1M,Final,5,Sebastian MONTALTO,AUS,105.02,2,107.02,,,
2022,Australian Open,Penrith,K1M,Final,6,Tristan CARTER,AUS,105.15,4,109.15,,,
2022,Australian Open,Penrith,K1M,Final,7,Ryan HUGHES,AUS,111.88,2,113.88,,,
2022,Australian Open,Penrith,K1M,Final,8,Hamish DALZIEL,AUS,110.44,4,114.44,,,
2022,Australian Open,Penrith,K1M,Final,9,Mark CROSBEE,AUS,108.24,52,160.24,,,
2022,Australian Open,Penrith,K1M,Final,10,Aiden O'CALLAGHAN,AUS,110.93,50,160.93,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,1,Daniel WATKINS,AUS,99.89,4,103.89,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,2,Lachlan BASSETT,AUS,104.01,0,104.01,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,3,Kaylen BASSETT,AUS,102.87,2,104.87,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,4,Daniel SHAMIEH,AUS,106.06,2,108.06,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,5,Steven LOWTHER,AUS,106.39,2,108.39,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,6,Mark CROSBEE,AUS,107.22,2,109.22,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,7,Dominic CURTIN,AUS,111.17,2,113.17,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,8,George PANKHURST,AUS,114.51,0,114.51,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,9,Declan ELLIS,AUS,114.72,0,114.72,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,10,Justin BOOCOCK,AUS,112.6,4,116.6,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,11,Myles FORD,AUS,114.05,6,120.05,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,12,Ewan MACKIE,AUS,114.8,6,120.8,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,13,Timothy COWARD,AUS,125.23,0,125.23,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,14,Archie NELSON,AUS,114.9,12,126.9,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,15,Robert JANISZEWSKI,AUS,122.14,6,128.14,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,16,Kieran BLACK,AUS,138.57,2,140.57,,,
2022,Australian Nationals,Bradys,C1M,Heat 1,17,Tristan CARTER,AUS,107.44,56,163.44,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,1,Daniel WATKINS,AUS,100.91,0,100.91,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,2,Kaylen BASSETT,AUS,101.09,0,101.09,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,3,Tristan CARTER,AUS,104.07,0,104.07,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,4,Mark CROSBEE,AUS,105.63,0,105.63,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,5,Justin BOOCOCK,AUS,109.1,0,109.1,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,6,Lachlan BASSETT,AUS,104.1,6,110.1,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,7,Dominic CURTIN,AUS,110.34,0,110.34,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,8,George PANKHURST,AUS,108.64,2,110.64,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,9,Daniel SHAMIEH,AUS,109.69,2,111.69,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,10,Archie NELSON,AUS,117.03,0,117.03,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,11,Kieran BLACK,AUS,116.73,2,118.73,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,12,Myles FORD,AUS,121.43,0,121.43,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,13,Ewan MACKIE,AUS,128.37,6,134.37,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,14,Steven LOWTHER,AUS,105.63,50,155.63,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,15,Timothy COWARD,AUS,130.87,52,182.87,,,
2022,Australian Nationals,Bradys,C1M,Heat 2,16,Declan ELLIS,AUS,118.99,152,270.99,,,
2022,Australian Nationals,Bradys,C1W,Heat 1,1,Noemie FOX,AUS,112.74,0,112.74,,,
2022,Australian Nationals,Bradys,C1W,Heat 1,2,Demelza WALL,AUS,119.09,56,175.09,,,
2022,Australian Nationals,Bradys,C1W,Heat 1,3,Sophie WILSON,AUS,130.31,54,184.31,,,
2022,Australian Nationals,Bradys,C1W,Heat 2,1,Demelza WALL,AUS,122,8,130,,,
2022,Australian Nationals,Bradys,C1W,Heat 2,2,Sophie WILSON,AUS,125.46,8,133.46,,,
2022,Australian Nationals,Bradys,C1W,Heat 2,3,Noemie FOX,AUS,117.39,50,167.39,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,1,Timothy ANDERSON,AUS,96.71,0,96.71,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,2,Lucien DELFOUR,AUS,96.66,2,98.66,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,3,Angus THOMPSON,AUS,99.38,0,99.38,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,4,Daniel WATKINS,AUS,102.26,0,102.26,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,5,Aiden O'CALLAGHAN,AUS,103.19,0,103.19,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,6,Hamish DALZIEL,AUS,103.1,4,107.1,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,7,Callan GRADY,AUS,107.8,0,107.8,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,8,Mark CROSBEE,AUS,105.84,2,107.84,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,9,Tristan CARTER,AUS,107.42,2,109.42,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,10,Dominic CURTIN,AUS,108.75,2,110.75,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,11,Hugh CLEMENTS,AUS,110.88,0,110.88,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,12,Justin BOOCOCK,AUS,111.85,0,111.85,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,13,Ryan HUGHES,AUS,108.71,4,112.71,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,14,James STAMP,AUS,111.32,2,113.32,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,15,Myles FORD,AUS,114.86,0,114.86,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,16,Kieran BLACK,AUS,116.07,0,116.07,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,17,Robert JANISZEWSKI,AUS,112.41,4,116.41,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,18,Andrew STAMP,AUS,116.46,0,116.46,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,19,Timothy COWARD,AUS,128.48,4,132.48,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,20,Hunter FLORISSON,AUS,133.35,2,135.35,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,21,Ewan MACKIE,AUS,135.47,2,137.47,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,22,Charlie SHAMIEH,AUS,138.79,0,138.79,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,23,Gary NELSON,AUS,140.74,6,146.74,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,24,James MCLAUGHLIN,AUS,125.3,52,177.3,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,25,Fergus PAGE BROWN,AUS,147.52,56,203.52,,,
2022,Australian Nationals,Bradys,K1M,Heat 1,26,Reuben PAGE BROWN,AUS,135.34,156,291.34,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,1,Lucien DELFOUR,AUS,96.78,0,96.78,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,2,Daniel WATKINS,AUS,99.34,0,99.34,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,3,Timothy ANDERSON,AUS,97.11,4,101.11,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,4,Hamish DALZIEL,AUS,103.45,0,103.45,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,5,Angus THOMPSON,AUS,97.98,6,103.98,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,6,Callan GRADY,AUS,105.31,0,105.31,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,7,Mark CROSBEE,AUS,105.94,0,105.94,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,8,Andrew STAMP,AUS,109.33,0,109.33,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,9,Justin BOOCOCK,AUS,109.39,0,109.39,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,10,Dominic CURTIN,AUS,109.73,2,111.73,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,11,Hugh CLEMENTS,AUS,111.23,2,113.23,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,12,Timothy COWARD,AUS,115.51,2,117.51,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,13,Kieran BLACK,AUS,114.07,4,118.07,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,14,Myles FORD,AUS,119.29,0,119.29,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,15,Ewan MACKIE,AUS,118.39,2,120.39,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,16,Hunter FLORISSON,AUS,119.52,6,125.52,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,17,Charlie SHAMIEH,AUS,133.57,2,135.57,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,18,James STAMP,AUS,106.34,52,158.34,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,19,Gary NELSON,AUS,139.85,52,191.85,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,20,Reuben PAGE BROWN,AUS,150.71,58,208.71,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,21,John MCLAUGHLIN,AUS,149.75,60,209.75,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,22,Fergus PAGE BROWN,AUS,135.11,110,245.11,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,23,John BOROJEVIC,AUS,163.27,108,271.27,,,
2022,Australian Nationals,Bradys,K1M,Heat 2,24,Toby WATKINS,AUS,179.3,160,339.3,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,1,Noemie FOX,AUS,108.4,0,108.4,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,2,Sophie WILSON,AUS,118.6,0,118.6,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,3,Georgia O'CALLAGHAN,AUS,124.1,2,126.1,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,4,Georgia RANKIN,AUS,130.04,2,132.04,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,5,Sarah CROSBEE,AUS,123.2,50,173.2,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,6,Alicia BERRYMAN,AUS,146.19,52,198.19,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,7,Claire CLEMENTS,AUS,145.42,54,199.42,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,8,Codie DAVIDSON,AUS,163.2,52,215.2,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,9,Demelza WALL,AUS,131.84,106,237.84,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,10,Jen BOOCOCK,AUS,180.65,60,240.65,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,11,Abby COLLINS,AUS,137.16,106,243.16,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,12,Freja BOOCOCK,AUS,163,152,315,,,
2022,Australian Nationals,Bradys,K1W,Heat 1,13,Madeline BOOCOCK,AUS,175.59,158,333.59,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,1,Noemie FOX,AUS,105.19,2,107.19,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,2,Claire CLEMENTS,AUS,122.85,0,122.85,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,3,Georgia RANKIN,AUS,125.89,0,125.89,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,4,Demelza WALL,AUS,124.16,6,130.16,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,5,Sarah CROSBEE,AUS,129.63,2,131.63,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,6,Codie DAVIDSON,AUS,156.96,2,158.96,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,7,Madeline BOOCOCK,AUS,121.11,62,183.11,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,8,Abby COLLINS,AUS,136.92,58,194.92,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,9,Sophie WILSON,AUS,120.17,104,224.17,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,10,Jen BOOCOCK,AUS,155.52,104,259.52,,,
2022,Australian Nationals,Bradys,K1W,Heat 2,11,Alicia BERRYMAN,AUS,131.95,152,283.95,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,1,Lachlan BASSETT,AUS,114.33,0,114.33,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,2,Tristan CARTER,AUS,116.2,0,116.2,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,3,Daniel WATKINS,AUS,122.57,0,122.57,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,4,Kaylen BASSETT,AUS,127.26,0,127.26,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,5,Steven LOWTHER,AUS,122.19,10,132.19,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,6,Declan ELLIS,AUS,134.36,2,136.36,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,7,Daniel SHAMIEH,AUS,135.39,6,141.39,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,8,Justin BOOCOCK,AUS,148.78,4,152.78,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,9,Ewan MACKIE,AUS,146.17,14,160.17,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,10,Mark CROSBEE,AUS,119.1,52,171.1,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,11,George PANKHURST,AUS,127.18,52,179.18,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,12,Archie NELSON,AUS,140.73,54,194.73,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,13,Timothy COWARD,AUS,189.36,14,203.36,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,14,Dominic CURTIN,AUS,140.95,104,244.95,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,15,Kieran BLACK,AUS,169.11,108,277.11,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,16,Robert JANISZEWSKI,AUS,131.18,156,287.18,,,
2022,Australian Nationals,Bradys,C1M,Semi-Final,17,Myles FORD,AUS,136.77,154,290.77,,,
2022,Australian Nationals,Bradys,C1W,Semi-Final,1,Noemie FOX,AUS,134.18,6,140.18,,,
2022,Australian Nationals,Bradys,C1W,Semi-Final,2,Demelza WALL,AUS,151.49,6,157.49,,,
2022,Australian Nationals,Bradys,C1W,Semi-Final,3,Sophie WILSON,AUS,171.67,60,231.67,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,1,Timothy ANDERSON,AUS,105.95,0,105.95,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,2,Lucien DELFOUR,AUS,108.38,0,108.38,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,3,Hamish DALZIEL,AUS,111.9,0,111.9,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,4,Aiden O'CALLAGHAN,AUS,113.57,2,115.57,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,5,Tristan CARTER,AUS,117,0,117,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,6,Mark CROSBEE,AUS,118.11,0,118.11,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,7,Daniel WATKINS,AUS,114.96,4,118.96,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,8,Ryan HUGHES,AUS,119.27,0,119.27,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,9,Angus THOMPSON,AUS,116.66,4,120.66,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,10,Justin BOOCOCK,AUS,123.74,2,125.74,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,11,Callan GRADY,AUS,123.59,4,127.59,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,12,Dominic CURTIN,AUS,122.87,6,128.87,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,13,Andrew STAMP,AUS,129.52,0,129.52,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,14,Kieran BLACK,AUS,126.86,6,132.86,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,15,Ewan MACKIE,AUS,155.79,6,161.79,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,16,Hunter FLORISSON,AUS,153,10,163,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,17,Robert JANISZEWSKI,AUS,164.98,6,170.98,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,18,Gary NELSON,AUS,169.87,2,171.87,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,19,Hugh CLEMENTS,AUS,129.97,52,181.97,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,20,Myles FORD,AUS,132.88,52,184.88,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,21,James STAMP,AUS,139.06,52,191.06,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,22,Timothy COWARD,AUS,142.9,50,192.9,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,23,Charlie SHAMIEH,AUS,134.2,154,288.2,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,24,James MCLAUGHLAN,AUS,137.5,264,401.5,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,25,Reuben PAGE BROWN,AUS,176.55,262,438.55,,,
2022,Australian Nationals,Bradys,K1M,Semi-Final,26,Fergus PAGE BROWN,AUS,178.52,316,494.52,,,
2022,Australian Nationals,Bradys,K1W,Semi-Final,1,Noemie FOX,AUS,122.78,4,126.78,,,
2022,Australian Nationals,Bradys,K1W,Semi-Final,2,Georgia RANKIN,AUS,149.58,2,151.58,,,
2022,Australian Nationals,Bradys,K1W,Semi-Final,3,Sophie WILSON,AUS,150.38,6,156.38,,,
2022,Australian Nationals,Bradys,K1W,Semi-Final,4,Sarah CROSBEE,AUS,175.6,12,187.6,,,
2022,Australian Nationals,Bradys,K1W,Semi-Final,5,Abby COLLINS,AUS,179.18,10,189.18,,,
2022,Australian Nationals,Bradys,K1W,Semi-Final,6,Demelza WALL,AUS,152.43,100,252.43,,,
2022,Australian Nationals,Bradys,K1W,Semi-Final,7,Georgia O'CALLAGHAN,AUS,159.88,154,313.88,,,
2022,Australian Nationals,Bradys,K1W,Semi-Final,8,Codie DAVIDSON,AUS,217.17,158,375.17,,,
2022,Australian Nationals,Bradys,K1W,Semi-Final,9,Claire CLEMENTS,AUS,164.27,250,414.27,,,
2022,Australian Nationals,Bradys,C1M,Final,1,Daniel WATKINS,AUS,111.27,0,111.27,,,
2022,Australian Nationals,Bradys,C1M,Final,2,Tristan CARTER,AUS,114.37,4,118.37,,,
2022,Australian Nationals,Bradys,C1M,Final,3,Steven LOWTHER,AUS,119.32,2,121.32,,,
2022,Australian Nationals,Bradys,C1M,Final,4,Lachlan BASSETT,AUS,117.78,4,121.78,,,
2022,Australian Nationals,Bradys,C1M,Final,5,Kaylen BASSETT,AUS,118.69,6,124.69,,,
2022,Australian Nationals,Bradys,C1M,Final,6,Justin BOOCOCK,AUS,125.83,2,127.83,,,
2022,Australian Nationals,Bradys,C1M,Final,7,Mark CROSBEE,AUS,123.03,8,131.03,,,
2022,Australian Nationals,Bradys,C1M,Final,8,Declan ELLIS,AUS,135.91,0,135.91,,,
2022,Australian Nationals,Bradys,C1M,Final,9,Daniel SHAMIEH,AUS,142.56,2,144.56,,,
2022,Australian Nationals,Bradys,C1M,Final,10,Archie NELSON,AUS,154.65,4,158.65,,,
2022,Australian Nationals,Bradys,C1M,Final,11,George PANKHURST,AUS,122.81,52,174.81,,,
2022,Australian Nationals,Bradys,C1M,Final,12,Ewan MACKIE,AUS,154.21,306,460.21,,,
2022,Australian Nationals,Bradys,C1W,Final,1,Noemie FOX,AUS,123.07,4,127.07,,,
2022,Australian Nationals,Bradys,C1W,Final,2,Demelza WALL,AUS,148.8,8,156.8,,,
2022,Australian Nationals,Bradys,C1W,Final,3,Sophie WILSON,AUS,163.8,102,265.8,,,
2022,Australian Nationals,Bradys,K1M,Final,1,Lucien DELFOUR,AUS,102.89,2,104.89,,,
2022,Australian Nationals,Bradys,K1M,Final,2,Timothy ANDERSON,AUS,106.43,0,106.43,,,
2022,Australian Nationals,Bradys,K1M,Final,3,Daniel WATKINS,AUS,106.85,4,110.85,,,
2022,Australian Nationals,Bradys,K1M,Final,4,Ryan HUGHES,AUS,117.68,0,117.68,,,
2022,Australian Nationals,Bradys,K1M,Final,5,Tristan CARTER,AUS,114.17,4,118.17,,,
2022,Australian Nationals,Bradys,K1M,Final,6,Mark CROSBEE,AUS,122.31,2,124.31,,,
2022,Australian Nationals,Bradys,K1M,Final,7,Dominic CURTIN,AUS,123.2,2,125.2,,,
2022,Australian Nationals,Bradys,K1M,Final,8,Justin BOOCOCK,AUS,123,4,127,,,
2022,Australian Nationals,Bradys,K1M,Final,9,Hamish DALZIEL,AUS,133.54,4,137.54,,,
2022,Australian Nationals,Bradys,K1M,Final,10,Angus THOMPSON,AUS,112.64,52,164.64,,,
2022,Australian Nationals,Bradys,K1M,Final,11,Callan GRADY,AUS,121.67,56,177.67,,,
2022,Australian Nationals,Bradys,K1M,Final,12,Aiden O'CALLAGHAN,AUS,130.38,58,188.38,,,
2022,Australian Nationals,Bradys,K1W,Final,1,Noemie FOX,AUS,118.83,0,118.83,,,
2022,Australian Nationals,Bradys,K1W,Final,2,Sophie WILSON,AUS,132.11,4,136.11,,,
2022,Australian Nationals,Bradys,K1W,Final,3,Georgia RANKIN,AUS,139.79,4,143.79,,,
2022,Australian Nationals,Bradys,K1W,Final,4,Georgia O'CALLAGHAN,AUS,139.57,14,153.57,,,
2022,Australian Nationals,Bradys,K1W,Final,5,Codie DAVIDSON,AUS,187.1,4,191.1,,,
2022,Australian Nationals,Bradys,K1W,Final,6,Sarah CROSBEE,AUS,156.35,62,218.35,,,
2022,Australian Nationals,Bradys,K1W,Final,7,Demelza WALL,AUS,166.16,56,222.16,,,
2022,Australian Nationals,Bradys,K1W,Final,8,Claire CLEMENTS,AUS,169.17,56,225.17,,,
2022,Australian Nationals,Bradys,K1W,Final,9,Abby COLLINS,AUS,233.13,8,241.13,,,
2023,Penrith Open,Penrith,C1M,Heat 1,1,Brodie CRAWFORD,AUS,89.19,2,91.19,,,
2023,Penrith Open,Penrith,C1M,Heat 1,2,Tristan CARTER,AUS,91.22,0,91.22,,,
2023,Penrith Open,Penrith,C1M,Heat 1,3,Mark CROSBEE,AUS,89.98,2,91.98,,,
2023,Penrith Open,Penrith,C1M,Heat 1,4,Jake COCHRANE,IRL,92.22,0,92.22,,,
2023,Penrith Open,Penrith,C1M,Heat 1,5,Daniel WATKINS,AUS,90.45,2,92.45,,,
2023,Penrith Open,Penrith,C1M,Heat 1,6,Liam JEGOU,IRL,90.84,2,92.84,,,
2023,Penrith Open,Penrith,C1M,Heat 1,7,Kaylen BASSETT,AUS,93.65,0,93.65,,,
2023,Penrith Open,Penrith,C1M,Heat 1,8,Lachlan BASSETT,AUS,92.14,2,94.14,,,
2023,Penrith Open,Penrith,C1M,Heat 1,9,Steven LOWTHER,AUS,94.18,0,94.18,,,
2023,Penrith Open,Penrith,C1M,Heat 1,10,Benjamin ROSS,AUS,92.6,2,94.6,,,
2023,Penrith Open,Penrith,C1M,Heat 1,11,Takuya HANEDA,JPN,95.07,0,95.07,,,
2023,Penrith Open,Penrith,C1M,Heat 1,12,George PANKHURST,AUS,95.62,0,95.62,,,
2023,Penrith Open,Penrith,C1M,Heat 1,13,Oliver PUCHNER,NZL,97.1,0,97.1,,,
2023,Penrith Open,Penrith,C1M,Heat 1,14,Dominic CURTIN,AUS,95.37,2,97.37,,,
2023,Penrith Open,Penrith,C1M,Heat 1,15,Daniel SHAMIEH,AUS,95.73,4,99.73,,,
2023,Penrith Open,Penrith,C1M,Heat 1,16,Shota SAITO,JPN,99.76,0,99.76,,,
2023,Penrith Open,Penrith,C1M,Heat 1,17,Shota SASAKI,JPN,97.72,4,101.72,,,
2023,Penrith Open,Penrith,C1M,Heat 1,18,Archie NELSON,AUS,100.18,2,102.18,,,
2023,Penrith Open,Penrith,C1M,Heat 1,19,Keigo YAMAMOTO,JPN,104.46,2,106.46,,,
2023,Penrith Open,Penrith,C1M,Heat 1,20,Hamish DALZIEL,AUS,108.89,2,110.89,,,
2023,Penrith Open,Penrith,C1M,Heat 1,21,Tren LONG,USA,109.96,2,111.96,,,
2023,Penrith Open,Penrith,C1M,Heat 1,22,Declan ELLIS,AUS,110.26,4,114.26,,,
2023,Penrith Open,Penrith,C1M,Heat 1,23,Richard MERJAN,LBN,117.45,8,125.45,,,
2023,Penrith Open,Penrith,C1M,Heat 1,24,Hunter FLORISSON,AUS,126.5,0,126.5,,,
2023,Penrith Open,Penrith,C1M,Heat 1,25,Joshua JORDAN,AUS,127.78,6,133.78,,,
2023,Penrith Open,Penrith,C1M,Heat 1,26,Ewan MACKIE,AUS,117.87,52,169.87,,,
2023,Penrith Open,Penrith,C1M,Heat 1,27,Myles FORD,AUS,101.28,100,201.28,,,
2023,Penrith Open,Penrith,C1W,Heat 1,1,Jessica FOX,AUS,94.39,0,94.39,,,
2023,Penrith Open,Penrith,C1W,Heat 1,2,Noemie FOX,AUS,97.16,2,99.16,,,
2023,Penrith Open,Penrith,C1W,Heat 1,3,Marjorie DELASSUS,FRA,101.18,0,101.18,,,
2023,Penrith Open,Penrith,C1W,Heat 1,4,Evy LEIBFARTH,USA,101.58,2,103.58,,,
2023,Penrith Open,Penrith,C1W,Heat 1,5,Kate ECKHARDT,AUS,104.88,0,104.88,,,
2023,Penrith Open,Penrith,C1W,Heat 1,6,Ren MISHIMA,JPN,114.72,4,118.72,,,
2023,Penrith Open,Penrith,C1W,Heat 1,7,Haruka OKAZAKI,JPN,120.77,0,120.77,,,
2023,Penrith Open,Penrith,C1W,Heat 1,8,Georgia RANKIN,AUS,124.26,0,124.26,,,
2023,Penrith Open,Penrith,C1W,Heat 1,9,Sarah CROSBEE,AUS,129.66,4,133.66,,,
2023,Penrith Open,Penrith,C1W,Heat 1,10,Fanchon JANSSEN,FRA,132.2,4,136.2,,,
